500|1|10|10|8.6|45.5|1067.0
500|3|10|10|4.533333333333333|45.06666666666667|1074.3333333333333
500|5|10|10|4.38|45.9|1151.2
500|7|10|10|3.157142857142857|54.885714285714286|1348.142857142857
500|9|10|10|4.2555555555555555|96.65555555555555|1984.4444444444443
500|11|10|10|5.3090909090909095|142.1909090909091|2727.818181818182
500|13|10|10|4.276923076923077|232.25384615384615|3520.230769230769
500|15|10|10|5.6466666666666665|371.22|5182.733333333334
500|17|10|10|4.317647058823529|551.6411764705882|7334.0
500|19|10|10|1.894736842105263|794.921052631579|9921.684210526315
