5|0.38|6.14|231.4
7|0.11428571428571428|3.085714285714286|150.85714285714286
9|0.17777777777777778|0.9555555555555556|119.55555555555556
11|0.05454545454545454|1.1181818181818182|124.27272727272727
13|0.046153846153846156|1.2461538461538462|128.84615384615384
15|0.05333333333333334|0.72|113.93333333333334
17|0.041176470588235294|0.6647058823529411|113.05882352941177
19|0.031578947368421054|0.48947368421052634|110.3157894736842
21|0.06190476190476191|1.0|120.28571428571429
23|0.043478260869565216|0.20434782608695654|104.78260869565217
