5|9.44|42.8|1061.4
7|1.7285714285714286|30.071428571428573|971.8571428571429
9|1.4777777777777779|31.044444444444444|1075.3333333333333
11|1.481818181818182|21.227272727272727|1122.1818181818182
13|1.2846153846153847|18.023076923076925|1360.6153846153845
15|1.2866666666666666|14.393333333333333|1372.1333333333334
17|1.4941176470588236|11.035294117647059|1734.6470588235295
19|1.3842105263157896|7.0|2223.9473684210525
21|1.2|1.5809523809523809|2459.6666666666665
23|1.4434782608695653|10.860869565217392|2838.0434782608695
