5|6.46|44.12|1147.6
7|4.0|48.17142857142857|1248.2857142857142
9|3.533333333333333|64.81111111111112|1578.5555555555557
11|5.627272727272727|129.8181818181818|2417.7272727272725
13|3.292307692307692|223.33846153846153|3537.846153846154
15|3.3866666666666667|305.76|4507.266666666666
17|3.876470588235294|373.6941176470588|5608.235294117647
19|1.605263157894737|808.0631578947368|9925.78947368421
21|3.261904761904762|908.9142857142857|12176.142857142857
23|2.082608695652174|1225.9304347826087|15127.260869565218
