100|10|10|10|9.79|41.1|1247.6
200|10|10|10|3.05|26.48|1021.7
300|10|10|10|1.54|23.35|1145.3
400|10|10|10|4.03|19.33|1278.0
500|10|10|10|1.27|9.83|1234.9
600|10|10|10|1.22|12.72|1348.9
700|10|10|10|1.16|13.53|1335.6
800|10|10|10|1.26|6.24|1602.0
900|10|10|10|1.25|7.41|1502.2
1000|10|10|10|1.26|3.42|1800.8
